Please visit the following page to learn about the Chinavasion Product Status Log:,,,http://www.chinavasion.com/product-status-log,,,,,
2012-06-04,CVIR-C129,"Road Explorer 7 Inch Touchscreen Car DVD (1DIN, GPS, DVB-T)",http://www.chinavasion.com/1-din-builtin-tft/road-explorer-7-inch-touchscreen-car-dvd-1din-gps-dvbt/,"Product open, back on line",,,,
2012-06-04,CVWE-G414,Flexible Roll Up Synthesizer Keyboard Piano with Soft Keys,http://www.chinavasion.com/cool-gadgets/flexible-roll-up-synthesizer-keyboard-piano-with-soft-keys/,"Product open, back on line",,,,
2012-06-04,CVHF-S27,Solar Charger and Battery with Dual Charging Panels,http://www.chinavasion.com/product_info.php/pName/solar-charger-and-battery-with-dual-charging-panels/,"Product closed, put offline",2012-06-07,Product expected back in stock - see date.,,
2012-06-04,CVFY-C89,7 Inch Headrest DVD Player with DVB-T + Gaming System (Pair),http://www.chinavasion.com/headrest-armrest-monitors/cvfyc89/,"Product closed, put offline",2012-06-14,Product expected back in stock - see date.,,
2012-06-04,CVSB-J60,Wireless Audio Video Transmitter Receiver System,http://www.chinavasion.com/wireless-receivers/cvsbj60/,"Product closed, put offline",,This product is no longer available and is not coming back.,http://www.chinavasion.com/wireless-receivers/longinus-pro-wireless-signal-booster-receiver-kit-for-security-cams-1500m-range-24ghz/,http://www.chinavasion.com/product_info.php/pName/wireless-signal-booster-and-receiver-kit-300-meter-monster/
2012-06-04,CVSB-G321,"Capacitive Touchscreen Stylus for iPhone, iPad, Smartphones, Tablets",http://www.chinavasion.com/cool-gadgets/capacitive-touchscreen-stylus-for-iphone-ipad-smartphones-tablets/,"Product closed, put offline",2012-06-08,Product expected back in stock - see date.,,
2012-06-04,CVVX-M193,Spectra - QWERTY Android 2.2 Smartphone (Wi-Fi Touchscreen Dual SIM),http://www.chinavasion.com/android-tablets-phones/spectra-qwerty-android-22-smartphone-wifi-touchscreen-dual-sim/,"Product closed, put offline",,This product is no longer available and is not coming back.,http://www.chinavasion.com/android-tablets-phones/cvfdm231/,http://www.chinavasion.com/android-smartphones/vertex-android-22-smartphone-with-qwerty-keyboard-and-35-inch-touchscreen-dual-sim/
2012-06-04,CVMH-G411,EU/US USB Charging Adapter Kit (for iPhone/iPod/iPad and More),http://www.chinavasion.com/cool-gadgets/euus-usb-charging-adapter-kit-for-iphoneipodipad-and-more/,"Product closed, put offline",,This product is no longer available and is not coming back.,http://www.chinavasion.com/cool-gadgets/world-travel-adapter-with-usb-charging-port-2gen/,
2012-06-04,CVEM-M263,"Odyssey Novus - Android 2.2 Smartphone with 3.5 Inch Touchscreen (Dual SIM, Wi-Fi)",http://www.chinavasion.com/android-smartphones/odyssey-novus-android-22-smartphone-with-35-inch-touchscreen-dual-sim-wifi/,"Product closed, put offline",,This product is no longer available and is not coming back.,http://www.chinavasion.com/android-smartphones/velox-3g-android-23-smartphone-with-43-inch-hd-screen-high-power-cpu/,http://www.chinavasion.com/android-smartphones/hd-2012-3g-android-23-smartphone-with-43-inch-hd-screen-dual-sim-2gen/
2012-06-04,CVTK-K142,USB 3.0 Dual HDD/SSD Docking Station + Drive Copy,http://www.chinavasion.com/computer-accessories/cvtkk142/,"Product open, back on line",,,,
2012-06-04,CVOP-K179,802.11N High Speed Wireless USB Adapter with Antenna - 150 Mpbs,http://www.chinavasion.com/wifi/80211n-high-speed-wireless-usb-adapter-with-antenna-150-mpbs/,"Product open, back on line",,,,
2012-06-04,CVQW-CS59,Car Rear View Reversing Camera - PAL (Volkswagen Fit),http://www.chinavasion.com/rear-view-cameras/car-rear-view-reversing-camera-pal-volkswagen-fit/,"Product open, back on line",,,,
2012-06-04,CVSB-CS05,Solar Powered Bluetooth Car Kit - Caller ID LCD Display,http://www.chinavasion.com/product_info.php/pName/solar-powered-bluetooth-car-kit-caller-id-lcd-display/,"Product closed, put offline",,This product is no longer available and is not coming back.,http://www.chinavasion.com/product_info.php/pName/handsfree-bluetooth-car-kit-solar-powered/,http://www.chinavasion.com/bluetooth-car-kits/easy-bluetooth-car-kit-handsfree-phone-calls-music-fm-transmitter/
2012-06-04,CVIZ-G86,The Singularity - Japanese Style Multicolor LED Watch,http://www.chinavasion.com/product_info.php/pName/the-singularity-japanese-multicolor-led-watch/,"Product closed, put offline",2012-06-12,Product expected back in stock - see date.,,
2012-06-04,CVPT-L16,SoundMax - Over-the-Ear Headphone (Built-in MP3 Player + FM Radio),http://www.chinavasion.com/portable-mp3-players/cvptl16/,"Product closed, put offline",2012-06-13,Product expected back in stock - see date.,,
2012-06-04,CVSL-C116,"11 Inch Roof-Mounted Car DVD Player with Remote Controller (Flip Down LCD Monitor, Tan)",http://www.chinavasion.com/roof-monitors/11-inch-roofmounted-car-dvd-player-with-remote-controller-flip-down-lcd-monitor-tan/,"Product closed, put offline",2012-06-16,Product expected back in stock - see date.,,
2012-06-01,CVSCL-8104-Deluxe,LED Color Changing Faucet Light - Deluxe Edition,http://www.chinavasion.com/product_info.php/pName/led-color-changing-faucet-light-deluxe-edition/,"Product closed, put offline",2012-06-08,Product expected back in stock - see date.,,
2012-06-01,CVGC-LT58,Flexible Blue LED Strip (7 Meters),http://www.chinavasion.com/led-flashlights/flexible-blue-led-strip-7m/,"Product closed, put offline",2012-06-04,Product expected back in stock - see date.,,
2012-06-01,CVIZ-LT43,Anno Domini - Japanese Style Red LED Watch,http://www.chinavasion.com/led-watches/cvizlt43/,"Product open, back on line",,,,
2012-06-01,CVFR-LT41-2GEN,Portable Super Bright White LED Light with Motion Detection,http://www.chinavasion.com/led-lighting/portable-super-bright-white-led-light-with-motion-detection/,"Product open, back on line",,,,
2012-06-01,CVRF-A63-2GEN,Car Parking Sensor with Wireless Camera (Complete Kit Edition),http://www.chinavasion.com/rear-view-cameras/car-parking-sensor-with-wireless-camera-complete-kit-edition/,"Product open, back on line",,,,
2012-06-01,CVLM-I34-2GEN,Skynet One - Nightvision IP Security Camera with WIFI,http://www.chinavasion.com/ip-cameras/skynet-one-nightvision-ip-security-camera-with-wifi/,"Product open, back on line",,,,
2012-06-01,CVFA-H10,Electronic Cigarette Anti Smoking Aid with Realistic Flavor,http://www.chinavasion.com/product_info.php/pName/electronic-cigarette-anti-smoking-aid-with-realistic-flavor/,"Product closed, put offline",,This product is no longer available and is not coming back.,http://www.chinavasion.com/personal-health/cvfah47/,http://www.chinavasion.com/personal-health/complete-electronic-cigarette-kit-with-silver-case/
2012-06-01,CVHS-G42-EU,Family GPS Tracker with Messaging - GSM/GPRS/SMS (EU),http://www.chinavasion.com/product_info.php/pName/family-gps-tracker-with-messaging-gsmgprssms-eu/,"Product closed, put offline",,This product is no longer available and is not coming back.,http://www.chinavasion.com/gps-tracking-devices/gps-tracker-phone-for-kids-with-sos-calls-and-voice-monitoring-worldwide-quadband-gsm/,http://www.chinavasion.com/product_info.php/pName/gps-tracker-deluxe-two-way-calling-sms-functions/
2012-06-01,CVAU-C106,"Shockwave Lite - 7 Inch HD Touch Car DVD Player (GPS, MP4)",http://www.chinavasion.com/1-din-large-screen/shockwave-lite-7-inch-hd-touch-car-dvd-player-gps-mp4/,"Product closed, put offline",2012-06-14,Product expected back in stock - see date.,,
2012-06-01,CVSH-I145,"Dual-Stream 16 Channel DVR Security System (H.264, Free 500GB HDD)",http://www.chinavasion.com/dvr-cards-systems/dualstream-16-channel-dvr-security-system-h264-free-500gb-hdd/,"Product closed, put offline",2012-06-11,Product expected back in stock - see date.,,
2012-06-01,CVLM-I120-2GEN,"Wired / Wireless IP Surveillance Camera (IR Cut-Off Filter, Angle Control, Motion Detection)",http://www.chinavasion.com/ip-cameras/wired-and-wireless-ip-surveillance-camera-ir-cutoff-filter-angle-control-motion-detection/,"Product closed, put offline",2012-06-08,Product expected back in stock - see date.,,
2012-06-01,CVPI-A68-2GEN,"RCA Composite Cable + USB for iPhone, iPod, iPad",http://www.chinavasion.com/cool-gadgets/rca-composite-cable-usb-for-iphone-ipod-ipad/,"Product closed, put offline",,This product is no longer available and is not coming back.,http://www.chinavasion.com/cool-gadgets/rca-composite-cable-usb-for-iphone-ipod-ipad/,
2012-06-01,CVNI-G170-2GEN,GPS Cellphone Wrist Watch (Worldwide Quadband GSM),http://www.chinavasion.com/gps-tracking-devices/gps-cellphone-wrist-watch-worldwide-quadband-gsm-2gen/,"Product closed, put offline",2012-06-13,Product expected back in stock - see date.,,
2012-06-01,CVKH-BG02,Fingerprint Time Attendance And Door System (Black),http://www.chinavasion.com/product_info.php/pName/fingerprint-time-attendance-and-door-system-black/,"Product open, back on line",,,,
2012-06-01,CVTK-K147,MegaHub - 36 Port Powered USB 2.0 Hub,http://www.chinavasion.com/usb-accessories/cvtkk147/,"Product open, back on line",,,,
2012-06-01,CVSH-I129,Longinus Pro - 1500 Meter Wireless Signal Booster and Receiver Kit (2.4GHz),http://www.chinavasion.com/wireless-receivers/longinus-pro-wireless-signal-booster-receiver-kit-for-security-cams-1500m-range-24ghz/,"Product open, back on line",,,,
2012-05-31,CVTR-H48,Digital Infrared Ear Thermometer,http://www.chinavasion.com/personal-health/cvtrh48/,"Product closed, put offline",2012-06-15,Product expected back in stock - see date.,,
2012-05-31,CVAK-E201,"LED Multimedia Projector with HDMI, VGA, AV and YPrPb",http://www.chinavasion.com/projectors-home-theater/led-multimedia-projector-with-hdmi-vga-av-and-yprpb/,"Product closed, put offline",?,Product expected back in stock - see date.,,
2012-05-31,CVSEP-A5000,External DVD-R/W + CD-R/W Burner - Portable USB 2.0 Drive,http://www.chinavasion.com/product_info.php/pName/external-dvdrw-cdrw-burner-portable-usb-20-drive/,"Product closed, put offline",,This product is no longer available and is not coming back.,We have no alternative product.,
2012-05-31,CVFW-A06,Deluxe HDMI Cable - 6FT Long (182CM),http://www.chinavasion.com/product_info.php/pName/deluxe-hdmi-cable-6ft-long-182cm/,"Product closed, put offline",2012-06-08,Product expected back in stock - see date.,,
2012-05-31,CVEC-B27,Old-Fashioned Bluetooth Mini Phone,http://www.chinavasion.com/bluetooth-headsets/bluetooth-wireless-mini-phone/,"Product closed, put offline",,This product is no longer available and is not coming back.,http://www.chinavasion.com/cool-gadgets/retro-handset-for-iphone-4-ipad-ipad-2-android-smartphones/,http://www.chinavasion.com/cell-phone-accessories/old-school-phone-dock-with-handset-iphone-android-phones35mm-jack-phones/
2012-05-31,CVUK-TR32,5 Inch Touchscreen Car GPS Navigator with Wireless Rearview Camera,http://www.chinavasion.com/portable-gps/5-inch-touchscreen-car-gps-bluetooth-wireless-camera/,"Product closed, put offline",2012-06-10,Product expected back in stock - see date.,,
2012-05-31,CVJJ-G347,Aegis - Premium Biometric Fingerprint Door Lock with Deadbolt,http://www.chinavasion.com/fingerprint-devices/aegis-premium-biometric-fingerprint-door-lock-with-deadbolt/,"Product closed, put offline",2012-06-06,Product expected back in stock - see date.,,
2012-05-31,CVQW-CS59,Car Rear View Reversing Camera - PAL (Volkswagen Fit),http://www.chinavasion.com/rear-view-cameras/car-rear-view-reversing-camera-pal-volkswagen-fit/,"Product closed, put offline",2012-06-03,Product expected back in stock - see date.,,
2012-05-31,CVWL-DV87,"Dual Camera Car Blackbox DVR with 3 Inch Touchscreen, GPS Logger and 3D G-Sensor",http://www.chinavasion.com/car-dvr/dual-camera-car-blackbox-dvr-with-3-inch-touchscreen-gps-logger-and-3d-gsensor/,"Product open, back on line",,,,
2012-05-31,CVHZ-G33,LED Grow Light with Super Harvest Colors (NASA Red and Blue),http://www.chinavasion.com/product_info.php/pName/led-grow-light-with-super-harvest-colors-nasa-red-and-blue/,"Product open, back on line",,,,
2012-05-31,CVUD-A97,360 Degree Adjustable Bluetooth Slider Keyboard Case for iPad 2,http://www.chinavasion.com/cool-gadgets/360-degree-rotating-bluetooth-wireless-keyboard-case-for-ipad-2--black/,"Product open, back on line",,,,
2012-05-31,CVSH-I210,"4 Camera Car Rearview/Frontal Monitoring System with 7 Inch Monitor (Waterproof, Nightvision)",http://www.chinavasion.com/rear-view-cameras/4-camera-car-rearviewfrontal-monitoring-system-with-7-inch-monitor-waterproof-nightvision/,"Product open, back on line",,,,
2012-05-31,CVVX-M279,Velox 3G Android 4.0 Smartphone with 4.3 Inch HD Touchscreen (High Power CPU),http://www.chinavasion.com/android-smartphones/velox-3g-android-23-smartphone-with-43-inch-hd-screen-high-power-cpu/,"Product open, back on line",,,,
2012-05-31,CVFM-B48,"Bluetooth Fashion Bracelet with Time Display (Call/Distance Vibration, Caller ID, Music)",http://www.chinavasion.com/cell-phone-accessories/bluetooth-fashion-bracelet-with-time-display-calldistance-vibration-caller-id-music-/,"Product open, back on line",,,,
2012-05-31,JK-217SD-PAL,CCD Wired Night Vision Security Camera -PAL,http://www.chinavasion.com/product_info.php/pName/ccd-wired-night-vision-security-camera-pal/,"Product closed, put offline",,This product is no longer available and is not coming back.,http://www.chinavasion.com/wired-cctv-cameras/security-camera-with-13-inch-sony-ccd-intelligent-motion-detection-ir/,http://www.chinavasion.com/wired-cctv-cameras/dark-wolf-mini-video-security-camera-nightvision-weatherproof-ntsc/
2012-05-31,CVEZJ-6713DB,Large Screen Bluetooth Car DVD Player - 1-Din,http://www.chinavasion.com/product_info.php/pName/large-screen-bluetooth-car-dvd-player-1din/,"Product closed, put offline",2012-06-08,Product expected back in stock - see date.,,
2012-05-31,CVQD-G220,Key Finder (Transmitter and Receiver Kit),http://www.chinavasion.com/product_info.php/pName/key-finder-transmitter-and-receiver-kit/,"Product closed, put offline",2012-06-05,Product expected back in stock - see date.,,
2012-05-31,CVRU-E97,i-Mo Resonance Speaker + Radio + MP3 Player,http://www.chinavasion.com/product_info.php/pName/imo-resonance-speaker-radio-mp3-player/,"Product closed, put offline",,This product is no longer available and is not coming back.,http://www.chinavasion.com/product_info.php/pName/resonance-speaker-ijerry-surface-vibration-speaker/,http://www.chinavasion.com/speaker-headphone-earphone/hamburger-mini-palm-speaker/
2012-05-31,CVAU-C87,"Shockwave - 7 Inch HD Touch Car DVD Player (GPS, DVB-T, MP4)",http://www.chinavasion.com/1-din-builtin-tft/cvauc87/,"Product closed, put offline",2012-06-05,Product expected back in stock - see date.,,
2012-05-31,CVOP-K179,802.11N High Speed Wireless USB Adapter with Antenna - 150 Mpbs,http://www.chinavasion.com/wifi/80211n-high-speed-wireless-usb-adapter-with-antenna-150-mpbs/,"Product closed, put offline",2012-06-08,Product expected back in stock - see date.,,
2012-05-30,CVWS-PC16-N1,PocketDroid - Mini Android 2.2 Tablet with 4.3 Inch Touchscreen,http://www.chinavasion.com/android-tablets/pocketdroid-mini-android-22-tablet-with-43-inch-touchscreen-wifi-n1/,"Product open, back on line",,,,
2012-05-30,CVWN-K191,Laptop Replacement Battery for Toshiba Satellite A200 Series,http://www.chinavasion.com/more-usb-pc-accessories/pa3534-toshiba-replacement-battery/,"Product open, back on line",,,,
2012-05-30,CVSN-A81-2GEN,"WiFi OBD-II Car Diagnostics Tool for iPad, iPhone, iPod Touch, PC Laptops",http://www.chinavasion.com/car-diagnostic-tools/wifi-obdii-car-diagnostics-tool-for-ipad-iphone-ipod-touch-pc-laptops/,"Product open, back on line",,,,
2012-05-30,CVUL-I220,"IP Surveillance Camera (IR Cut, H.264, Nightvision, Angle Control, Micro SD, Motion Detection)",http://www.chinavasion.com/ip-cameras/ip-surveillance-camera-ir-cut-h264-nightvision-angle-control-micro-sd-motion-detection-i220/,"Product open, back on line",,,,
2012-05-30,CVHZ-G81-10M,LED Rope Light - Color Changing Flexible Rope Light (10M),http://www.chinavasion.com/product_info.php/pName/led-rope-light-color-changing-flexible-rope-light-10m/,"Product closed, put offline",,This product is no longer available and is not coming back.,http://www.chinavasion.com/product_info.php/pName/led-rope-light-color-changing-flexible-rope-light-3m/,
2012-05-30,CVRY-L09,Car MP3 Player with FM Transmitter + Speech Recognition,http://www.chinavasion.com/product_info.php/pName/car-mp3-player-with-fm-transmitter-speech-recognition/,"Product closed, put offline",,This product is no longer available and is not coming back.,http://www.chinavasion.com/product_info.php/pName/handsfree-bluetooth-car-kit-solar-powered/,
2012-05-30,CVFQ-G332,Magic Arm and Clamp for DSLR Cameras / Monitors (11 Inch),http://www.chinavasion.com/cool-gadgets/magic-arm-and-clamp-for-dslr-cameras-monitors-11-inch/,"Product closed, put offline",2012-06-13,Product expected back in stock - see date.,,
2012-05-30,CVSI-C124,Headrest Mount 8 Inch LCD Car DVD Player + FM Transmitter,http://www.chinavasion.com/headrest-armrest-monitors/cvsic124/,"Product closed, put offline",2012-06-08,Product expected back in stock - see date.,,
2012-05-30,CVIR-C129,"Road Explorer 7 Inch Touchscreen Car DVD (1DIN, GPS, DVB-T)",http://www.chinavasion.com/1-din-builtin-tft/road-explorer-7-inch-touchscreen-car-dvd-1din-gps-dvbt/,"Product closed, put offline",2012-06-04,Product expected back in stock - see date.,,
2012-05-30,CVVO-M281,Wireless Quadband GSM Desk Phone,http://www.chinavasion.com/cool-gadgets/wireless-quadband-gsm-desk-phone/,"Product closed, put offline",2012-06-11,Product expected back in stock - see date.,,
2012-05-30,CVMK-K188,ISDB-T Full Seg USB Dongle - Free Digital TV On Your Computer,http://www.chinavasion.com/digital-tv/isdbt-full-seg-usb-dongle-free-digital-tv-on-your-computer/,"Product open, back on line",,,,
2012-05-30,CVJD-I235,Complete DVR Surveillance System with 2x Indoor + 2x Outdoor Cameras (H.264),http://www.chinavasion.com/dvr-cards-systems/complete-dvr-surveillance-system-with-2x-indoor-2x-outdoor-cameras-h264/,"Product open, back on line",,,,
2012-05-30,CVNI-G223,Global GPS Tracker for Cars/Motorcycle/Trucks/Scooters,http://www.chinavasion.com/product_info.php/pName/global-gps-tracker-for-carsmotorcycletrucksscooters/,"Product open, back on line",,,,
2012-05-30,CVJI-E110,Magic - HDD Media Player (with 250GB HDD Built-In),http://www.chinavasion.com/product_info.php/pName/magic-hdd-media-player-with-250gb-hdd-builtin/,"Product open, back on line",,,,
2012-05-30,CVUR-G276,Rhapsody - Foldable Bluetooth Headphone with Mic,http://www.chinavasion.com/speaker-headphone-earphone/bluetooth-headphone/,"Product open, back on line",,,,
2012-05-30,CVLM-I192,Wired / Wireless IP Security Camera with Nightvision and iPhone 4 Support,http://www.chinavasion.com/ip-cameras/wired-wireless-ip-security-camera-with-nightvision-and-iphone-4-support/,"Product open, back on line",,,,
2012-05-30,CVIB-E179-2GEN,Portable DVD Player with 9 Inch Widescreen and Copy Function,http://www.chinavasion.com/portable-dvd-players/9-inch-widescreen-portable-dvd-player-with-copy-function-2GEN/,"Product open, back on line",,,,